doc_id,context,metadata
doc2548016,"World models serve as core simulators for fields such as agentic AI , embodied AI , and gaming , capable of generating long, physically realistic, and interactive high-quality videos. Moreover, scaling these models could unlock emergent capabilities in visual perception , understanding , and reasoning , paving the way for a new paradigm that moves beyond current LLM-centric vision foundation models. A key breakthrough empowering them is the semi-autoregressive ( block-diffusion ) decoding paradigm, which merges the strengths of diffusion and autoregressive methods by generating video tokens in block-applying diffusion within each block while conditioning on previous ones, resulting in more coherent and stable video sequences. Crucially, it overcomes limitations of standard video diffusion by reintroducing LLM-style KV Cache management , enabling efficient, variable-length, and high-quality generation.
  Therefore, Inferix is specifically designed as a next-generation inference engine to enable immersive world synthesis through optimized semi-autoregressive decoding processes. This dedicated focus on world simulation distinctly sets it apart from systems engineered for high-concurrency scenarios (like vLLM or SGLang ) and from classic video diffusion models (such as xDiTs ). Inferix further enhances its offering with interactive video streaming and profiling , enabling real-time interaction and realistic simulation to accurately model world dynamics. Additionally, it supports efficient benchmarking through seamless integration of LV-Bench , a new fine-grained evaluation benchmark tailored for minute-long video generation scenarios. We hope the community will work together to advance Inferix and foster world model exploration.","{'paper_name': 'Inferix: A Block-Diffusion based Next-Generation Inference Engine for World Simulation', 'github_url': 'https://github.com/alibaba-damo-academy/Inferix', 'huggingface_url': 'https://huggingface.co/papers/2511.20714', 'upvote': 44, 'tags': ['video', 'world', 'diffusion']}"
doc2548017,"Reward feedback learning ( ReFL ) has proven effective for aligning image generation with human preferences. However, its extension to video generation faces significant challenges. Existing video reward models rely on vision-language models designed for pixel-space inputs, confining ReFL optimization to near-complete denoising steps after computationally expensive VAE decoding . This pixel-space approach incurs substantial memory overhead and increased training time, and its late-stage optimization lacks early-stage supervision, refining only visual quality rather than fundamental motion dynamics and structural coherence. In this work, we show that pre-trained video generation models are naturally suited for reward modeling in the noisy latent space , as they are explicitly designed to process noisy latent representations at arbitrary timesteps and inherently preserve temporal information through their sequential modeling capabilities. Accordingly, we propose Process Reward Feedback Learning ~( PRFL ), a framework that conducts preference optimization entirely in latent space , enabling efficient gradient backpropagation throughout the full denoising chain without VAE decoding . Extensive experiments demonstrate that PRFL significantly improves alignment with human preferences, while achieving substantial reductions in memory consumption and training time compared to RGB ReFL .","{'paper_name': 'Video Generation Models Are Good Latent Reward Models', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.21541', 'upvote': 41, 'tags': ['space', 'reward', 'video']}"
doc2548018,"Preserving first-frame identity while ensuring precise motion control is a fundamental challenge in human image animation. The Image-to-Motion Binding process of the dominant Reference-to-Video (R2V) paradigm overlooks critical spatio-temporal misalignments common in real-world applications, leading to failures such as identity drift and visual artifacts. We introduce SteadyDancer, an Image-to-Video (I2V) paradigm-based framework that achieves harmonized and coherent animation and is the first to ensure first-frame preservation robustly. Firstly, we propose a Condition-Reconciliation Mechanism to harmonize the two conflicting conditions, enabling precise control without sacrificing fidelity. Secondly, we design Synergistic Pose Modulation Modules to generate an adaptive and coherent pose representation that is highly compatible with the reference image. Finally, we employ a Staged Decoupled-Objective Training Pipeline that hierarchically optimizes the model for motion fidelity , visual quality , and temporal coherence . Experiments demonstrate that SteadyDancer achieves state-of-the-art performance in both appearance fidelity and motion control, while requiring significantly fewer training resources than comparable methods.","{'paper_name': 'SteadyDancer: Harmonized and Coherent Human Image Animation with First-Frame Preservation', 'github_url': 'https://github.com/MCG-NJU/SteadyDancer', 'huggingface_url': 'https://huggingface.co/papers/2511.19320', 'upvote': 39, 'tags': ['image', 'motion', 'control']}"
doc2548019,"Diffusion transformers have recently delivered strong text-to-image generation around 1K resolution, but we show that extending them to native 4K across diverse aspect ratios exposes a tightly coupled failure mode spanning positional encoding , VAE compression , and optimization. Tackling any of these factors in isolation leaves substantial quality on the table. We therefore take a data-model co-design view and introduce UltraFlux, a Flux-based DiT trained natively at 4K on MultiAspect-4K-1M, a 1M-image 4K corpus with controlled multi-AR coverage, bilingual captions, and rich VLM/IQA metadata for resolution- and AR-aware sampling. On the model side, UltraFlux couples (i) Resonance 2D RoPE with YaRN for training-window-, frequency-, and AR-aware positional encoding at 4K; (ii) a simple, non-adversarial VAE post-training scheme that improves 4K reconstruction fidelity; (iii) an SNR-Aware Huber Wavelet objective that rebalances gradients across timesteps and frequency bands; and (iv) a Stage-wise Aesthetic Curriculum Learning strategy that concentrates high-aesthetic supervision on high-noise steps governed by the model prior. Together, these components yield a stable, detail-preserving 4K DiT that generalizes across wide, square, and tall ARs. On the Aesthetic-Eval at 4096 benchmark and multi-AR 4K settings, UltraFlux consistently outperforms strong open-source baselines across fidelity, aesthetic, and alignment metrics, and-with a LLM prompt refiner-matches or surpasses the proprietary Seedream 4.0 .","{'paper_name': 'UltraFlux: Data-Model Co-Design for High-quality Native 4K Text-to-Image Generation across Diverse Aspect Ratios', 'github_url': 'https://github.com/W2GenAI-Lab/UltraFlux', 'huggingface_url': 'https://huggingface.co/papers/2511.18050', 'upvote': 37, 'tags': ['4k', 'ar', 'aesthetic']}"
doc2548020,"Reinforcement learning (RL) plays an increasingly important role in enhancing the reasoning capabilities of large language models (LLMs), yet stable and performant policy optimization remains challenging. Token-level importance ratios often exhibit high variance-a phenomenon exacerbated in Mixture-of-Experts models -leading to unstable updates. Existing group-based policy optimization methods, such as GSPO and GRPO , alleviate this problem via hard clipping, making it difficult to maintain both stability and effective learning. We propose Soft Adaptive Policy Optimization (SAPO), which replaces hard clipping with a smooth, temperature-controlled gate that adaptively attenuates off-policy updates while preserving useful learning signals. Compared with GSPO and GRPO , SAPO is both sequence-coherent and token-adaptive . Like GSPO , SAPO maintains sequence-level coherence , but its soft gating forms a continuous trust region that avoids the brittle hard clipping band used in GSPO . When a sequence contains a few highly off-policy tokens, GSPO suppresses all gradients for that sequence, whereas SAPO selectively down-weights only the offending tokens and preserves the learning signal from the near-on-policy ones, improving sample efficiency . Relative to GRPO , SAPO replaces hard token-level clipping with smooth, temperature-controlled scaling, enabling more informative and stable updates. Empirical results on mathematical reasoning benchmarks indicate that SAPO exhibits improved training stability and higher Pass@1 performance under comparable training budgets. Moreover, we employ SAPO to train the Qwen3-VL model series , demonstrating that SAPO yields consistent performance gains across diverse tasks and different model sizes. Overall, SAPO provides a more reliable, scalable, and effective optimization strategy for RL training of LLMs.","{'paper_name': 'Soft Adaptive Policy Optimization', 'github_url': 'https://github.com/modelscope/ms-swift/tree/main', 'huggingface_url': 'https://huggingface.co/papers/2511.20347', 'upvote': 33, 'tags': ['sapo', 'policy', 'gspo']}"
doc2548021,"Pre-trained video models learn powerful priors for generating high-quality, temporally coherent content. While these models excel at temporal coherence , their dynamics are often constrained by the continuous nature of their training data. We hypothesize that by injecting the rich and unconstrained content diversity from image data into this coherent temporal framework, we can generate image sets that feature both natural transitions and a far more expansive dynamic range. To this end, we introduce iMontage , a unified framework designed to repurpose a powerful video model into an all-in-one image generator . The framework consumes and produces variable-length image sets , unifying a wide array of image generation and editing tasks. To achieve this, we propose an elegant and minimally invasive adaptation strategy , complemented by a tailored data curation process and training paradigm . This approach allows the model to acquire broad image manipulation capabilities without corrupting its invaluable original motion priors . iMontage excels across several mainstream many-in-many-out tasks, not only maintaining strong cross-image contextual consistency but also generating scenes with extraordinary dynamics that surpass conventional scopes. Find our homepage at: https://kr1sjfu.github.io/ iMontage -web/.","{'paper_name': 'iMontage: Unified, Versatile, Highly Dynamic Many-to-many Image Generation', 'github_url': 'https://github.com/Kr1sJFU/iMontage', 'huggingface_url': 'https://huggingface.co/papers/2511.20635', 'upvote': 31, 'tags': ['image', 'imontage', 'framework']}"
doc2548022,"Recent years have witnessed significant progress in Unified Multimodal Models , yet a fundamental question remains: Does understanding truly inform generation? To investigate this, we introduce UniSandbox , a decoupled evaluation framework paired with controlled, synthetic datasets to avoid data leakage and enable detailed analysis. Our findings reveal a significant understanding-generation gap , which is mainly reflected in two key dimensions: reasoning generation and knowledge transfer . Specifically, for reasoning generation tasks, we observe that explicit Chain-of-Thought (CoT) in the understanding module effectively bridges the gap, and further demonstrate that a self-training approach can successfully internalize this ability, enabling implicit reasoning during generation. Additionally, for knowledge transfer tasks, we find that CoT assists the generative process by helping retrieve newly learned knowledge, and also discover that query-based architectures inherently exhibit latent CoT-like properties that affect this transfer. UniSandbox provides preliminary insights for designing future unified architectures and training strategies that truly bridge the gap between understanding and generation. Code and data are available at https://github.com/PKU-YuanGroup/ UniSandBox","{'paper_name': 'Does Understanding Inform Generation in Unified Multimodal Models? From Analysis to Path Forward', 'github_url': 'https://github.com/PKU-YuanGroup/UniSandBox', 'huggingface_url': 'https://huggingface.co/papers/2511.20561', 'upvote': 31, 'tags': ['generation', 'understanding', 'transfer']}"
doc2548023,"World models are emerging as a foundational paradigm for scalable, data-efficient embodied AI. In this work, we present GigaWorld-0 , a unified world model framework designed explicitly as a data engine for Vision-Language-Action (VLA) learning. GigaWorld-0 integrates two synergistic components: GigaWorld-0-Video , which leverages large-scale video generation to produce diverse, texture-rich, and temporally coherent embodied sequences under fine-grained control of appearance, camera viewpoint, and action semantics; and GigaWorld-0-3D , which combines 3D generative modeling , 3D Gaussian Splatting reconstruction, physically differentiable system identification , and executable motion planning to ensure geometric consistency and physical realism. Their joint optimization enables the scalable synthesis of embodied interaction data that is visually compelling, spatially coherent, physically plausible, and instruction-aligned. Training at scale is made feasible through our efficient GigaTrain framework, which exploits FP8-precision and sparse attention to drastically reduce memory and compute requirements. We conduct comprehensive evaluations showing that GigaWorld-0 generates high-quality, diverse, and controllable data across multiple dimensions. Critically, VLA model (e.g., GigaBrain-0 ) trained on GigaWorld-0 -generated data achieve strong real-world performance , significantly improving generalization and task success on physical robots without any real-world interaction during training.","{'paper_name': 'GigaWorld-0: World Models as Data Engine to Empower Embodied AI', 'github_url': 'https://github.com/open-gigaai/giga-world-0', 'huggingface_url': 'https://huggingface.co/papers/2511.19861', 'upvote': 29, 'tags': ['gigaworld', 'data', 'world']}"
doc2548024,"Large-scale video generative models have recently demonstrated strong visual capabilities, enabling the prediction of future frames that adhere to the logical and physical cues in the current observation. In this work, we investigate whether such capabilities can be harnessed for controllable image-to-video generation by interpreting visual signals embedded within the frames as instructions, a paradigm we term In-Video Instruction . In contrast to prompt-based control , which provides textual descriptions that are inherently global and coarse, In-Video Instruction encodes user guidance directly into the visual domain through elements such as overlaid text , arrows , or trajectories . This enables explicit, spatial-aware , and unambiguous correspondences between visual subjects and their intended actions by assigning distinct instructions to different objects. Extensive experiments on three state-of-the-art generators, including Veo 3.1 , Kling 2.5 , and Wan 2.2 , show that video models can reliably interpret and execute such visually embedded instructions, particularly in complex multi-object scenarios .","{'paper_name': 'In-Video Instructions: Visual Signals as Generative Control', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.19401', 'upvote': 28, 'tags': ['video', 'visual', 'instructions']}"
doc2548025,"While modern diffusion models excel at generating high-quality and diverse images, they still struggle with high-fidelity compositional and multimodal control , particularly when users simultaneously specify text prompts , subject references , spatial arrangements , pose constraints , and layout annotations . We introduce Canvas-to-Image, a unified framework that consolidates these heterogeneous controls into a single canvas interface, enabling users to generate images that faithfully reflect their intent. Our key idea is to encode diverse control signals into a single composite canvas image that the model can directly interpret for integrated visual-spatial reasoning . We further curate a suite of multi-task datasets and propose a Multi-Task Canvas Training strategy that optimizes the diffusion model to jointly understand and integrate heterogeneous controls into text-to-image generation within a unified learning paradigm. This joint training enables Canvas-to-Image to reason across multiple control modalities rather than relying on task-specific heuristics, and it generalizes well to multi-control scenarios during inference. Extensive experiments show that Canvas-to-Image significantly outperforms state-of-the-art methods in identity preservation and control adherence across challenging benchmarks, including multi-person composition , pose-controlled composition , layout-constrained generation , and multi-control generation .","{'paper_name': 'Canvas-to-Image: Compositional Image Generation with Multimodal Controls', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.21691', 'upvote': 27, 'tags': ['control', 'canvas', 'image']}"
doc2548026,"Normalizing flows ( NFs ) are end-to-end likelihood-based generative models for continuous data, and have recently regained attention with encouraging progress on image generation. Yet in the video generation domain, where spatiotemporal complexity and computational cost are substantially higher, state-of-the-art systems almost exclusively rely on diffusion-based models. In this work, we revisit this design space by presenting STARFlow-V, a normalizing flow-based video generator with substantial benefits such as end-to-end learning, robust causal prediction, and native likelihood estimation. Building upon the recently proposed STARFlow, STARFlow-V operates in the spatiotemporal latent space with a global-local architecture which restricts causal dependencies to a global latent space while preserving rich local within-frame interactions. This eases error accumulation over time, a common pitfall of standard autoregressive diffusion model generation. Additionally, we propose flow-score matching , which equips the model with a light-weight causal denoiser to improve the video generation consistency in an autoregressive fashion. To improve the sampling efficiency, STARFlow-V employs a video-aware Jacobi iteration scheme that recasts inner updates as parallelizable iterations without breaking causality. Thanks to the invertible structure, the same model can natively support text-to-video , image-to-video as well as video-to-video generation tasks. Empirically, STARFlow-V achieves strong visual fidelity and temporal consistency with practical sampling throughput relative to diffusion-based baselines. These results present the first evidence, to our knowledge, that NFs are capable of high-quality autoregressive video generation , establishing them as a promising research direction for building world models . Code and generated samples are available at https://github.com/apple/ml-starflow.","{'paper_name': 'STARFlow-V: End-to-End Video Generative Modeling with Normalizing Flow', 'github_url': 'https://github.com/apple/ml-starflow', 'huggingface_url': 'https://huggingface.co/papers/2511.20462', 'upvote': 26, 'tags': ['video', 'starflow', 'generation']}"
doc2548027,"A reliable reward function is essential for reinforcement learning (RL) in image generation. Most current RL approaches depend on pre-trained preference models that output scalar rewards to approximate human preferences. However, these rewards often fail to capture human perception and are vulnerable to reward hacking , where higher scores do not correspond to better images. To address this, we introduce Adv-GRPO , an RL framework with an adversarial reward that iteratively updates both the reward model and the generator . The reward model is supervised using reference images as positive samples and can largely avoid being hacked. Unlike KL regularization that constrains parameter updates, our learned reward directly guides the generator through its visual outputs, leading to higher-quality images. Moreover, while optimizing existing reward function s can alleviate reward hacking , their inherent biases remain. For instance, PickScore may degrade image quality , whereas OCR-based rewards often reduce aesthetic fidelity. To address this, we take the image itself as a reward, using reference images and vision foundation models (e.g., DINO ) to provide rich visual rewards. These dense visual signals, instead of a single scalar, lead to consistent gains across image quality , aesthetics , and task-specific metrics . Finally, we show that combining reference samples with foundation-model rewards enables distribution transfer and flexible style customization . In human evaluation, our method outperforms Flow-GRPO and SD3, achieving 70.0% and 72.4% win rates in image quality and aesthetics , respectively. Code and models have been released.","{'paper_name': 'The Image as Its Own Reward: Reinforcement Learning with Adversarial Reward for Image Generation', 'github_url': 'https://github.com/showlab/Adv-GRPO', 'huggingface_url': 'https://huggingface.co/papers/2511.20256', 'upvote': 26, 'tags': ['reward', 'rewards', 'image']}"
doc2548028,"The quadratic complexity of full attention limits efficient long-context processing in large language models (LLMs). Sparse attention mitigates this cost by restricting each query to attend to a subset of previous tokens; however, training-free approaches often lead to severe performance degradation. Native sparse-attention methods (e.g., NSA , MoBA ) alleviate this issue, yet exhibit a critical paradox: they produce lower attention sparsity than full-attention models, despite aiming to approximate full attention , which may constrain their effectiveness. We attribute this paradox to gradient update deficiency : low-ranked key-value pairs excluded during sparse training receive neither forward contribution nor backward gradients, and thus never learn proper suppression. To overcome this limitation, we propose SSA ( Sparse Sparse Attention ), a unified training framework that considers both sparse and full attention and enforces bidirectional alignment at every layer. This design preserves gradient flow to all tokens while explicitly encouraging sparse-attention outputs to align with their full-attention counterparts, thereby promoting stronger sparsity. As a result, SSA achieves state-of-the-art performance under both sparse and full attention inference across multiple commonsense benchmarks. Furthermore, SSA enables models to adapt smoothly to varying sparsity budgets; performance improves consistently as more tokens are allowed to attend, supporting flexible compute-performance trade-offs at inference time. Finally, we show that native sparse-attention training surprisingly improves long-context extrapolation by mitigating the over-allocation of attention values in sink areas , with SSA demonstrating the strongest extrapolation capability.","{'paper_name': 'SSA: Sparse Sparse Attention by Aligning Full and Sparse Attention Outputs in Feature Space', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.20102', 'upvote': 25, 'tags': ['attention', 'sparse', 'sparse attention']}"
doc2548029,"Vision-Language Models (VLMs) excel at reasoning in linguistic space but struggle with perceptual understanding that requires dense visual perception, e.g., spatial reasoning and geometric awareness. This limitation stems from the fact that current VLMs have limited mechanisms to capture dense visual information across spatial dimensions . We introduce Chain-of-Visual-Thought ( COVT ), a framework that enables VLMs to reason not only in words but also through continuous visual tokens -compact latent representations that encode rich perceptual cues. Within a small budget of roughly 20 tokens, COVT distills knowledge from lightweight vision experts , capturing complementary properties such as 2D appearance , 3D geometry , spatial layout , and edge structure . During training, the VLM with COVT autoregressively predicts these visual tokens to reconstruct dense supervision signals (e.g., depth , segmentation , edges , and DINO features ). At inference, the model reasons directly in the continuous visual token space, preserving efficiency while optionally decoding dense predictions for interpretability. Evaluated across more than ten diverse perception benchmarks, including CV-Bench , MMVP , RealWorldQA , MMStar , WorldMedQA , and HRBench , integrating COVT into strong VLMs such as Qwen2.5-VL and LLaVA consistently improves performance by 3% to 16% and demonstrates that compact continuous visual thinking enables more precise, grounded, and interpretable multimodal intelligence .","{'paper_name': 'Chain-of-Visual-Thought: Teaching VLMs to See and Think Better with Continuous Visual Tokens', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.19418', 'upvote': 25, 'tags': ['visual', 'vlms', 'covt']}"
doc2548030,"We introduce RynnVLA-002, a unified Vision-Language-Action (VLA) and world model . The world model leverages action and visual inputs to predict future image states , learning the underlying physics of the environment to refine action generation . Conversely, the VLA model produces subsequent actions from image observations, enhancing visual understanding and supporting the world model 's image generation. The unified framework of RynnVLA-002 enables joint learning of environmental dynamics and action planning . Our experiments show that RynnVLA-002 surpasses individual VLA and world model s, demonstrating their mutual enhancement. We evaluate RynnVLA-002 in both simulation and real-world robot tasks. RynnVLA-002 achieves 97.4% success rate on the LIBERO simulation benchmark without pretraining, while in real-world LeRobot experiments , its integrated world model boosts the overall success rate by 50%.","{'paper_name': 'RynnVLA-002: A Unified Vision-Language-Action and World Model', 'github_url': 'https://github.com/alibaba-damo-academy/RynnVLA-002', 'huggingface_url': 'https://huggingface.co/papers/2511.17502', 'upvote': 24, 'tags': ['world', 'model', 'rynnvla']}"
doc2548031,"Scaling test-time computation improves performance across different tasks on large language models (LLMs), which has also been extended to tool-augmented agents. For these agents, scaling involves not only ""thinking"" in tokens but also ""acting"" via tool calls. The number of tool calls directly bounds the agent's interaction with the external environment. However, we find that simply granting agents a larger tool-call budget fails to improve performance, as they lack ""budget awareness"" and quickly hit a performance ceiling. To address this, we study how to scale such agents effectively under explicit tool-call budgets, focusing on web search agents. We first introduce the Budget Tracker , a lightweight plug-in that provides the agent with continuous budget awareness, enabling simple yet effective scaling. We further develop BATS ( Budget Aware Test-time Scaling ), an advanced framework that leverages this awareness to dynamically adapt its planning and verification strategy, deciding whether to ""dig deeper"" on a promising lead or ""pivot"" to new paths based on remaining resources. To analyze cost-performance scaling in a controlled manner, we formalize a unified cost metric that jointly accounts for token and tool consumption . We provide the first systematic study on budget-constrained agents, showing that budget-aware methods produce more favorable scaling curves and push the cost-performance Pareto frontier . Our work offers empirical insights toward a more transparent and principled understanding of scaling in tool-augmented agents.","{'paper_name': 'Budget-Aware Tool-Use Enables Effective Agent Scaling', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.17006', 'upvote': 24, 'tags': ['tool', 'scaling', 'agents']}"
doc2548032,"Recent advancements in LLM-powered agents have demonstrated significant potential in generating human-like responses; however, they continue to face challenges in maintaining long-term interactions within complex environments, primarily due to limitations in contextual consistency and dynamic personalization . Existing memory systems often depend on semantic grouping prior to retrieval, which can overlook semantically irrelevant yet critical user information and introduce retrieval noise. In this report, we propose the initial design of O-Mem, a novel memory framework based on active user profiling that dynamically extracts and updates user characteristics and event records from their proactive interactions with agents. O-Mem supports hierarchical retrieval of persona attributes and topic-related context , enabling more adaptive and coherent personalized responses. O-Mem achieves 51.67% on the public LoCoMo benchmark , a nearly 3% improvement upon LangMem ,the previous state-of-the-art, and it achieves 62.99% on PERSONAMEM , a 3.5% improvement upon A-Mem ,the previous state-of-the-art. O-Mem also boosts token and interaction response time efficiency compared to previous memory framework s. Our work opens up promising directions for developing efficient and human-like personalized AI assistants in the future.","{'paper_name': 'O-Mem: Omni Memory System for Personalized, Long Horizon, Self-Evolving Agents', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.13593', 'upvote': 24, 'tags': ['mem', 'user', 'previous']}"
doc2548033,"We present HunyuanVideo 1.5, a lightweight yet powerful open-source video generation model that achieves state-of-the-art visual quality and motion coherence with only 8.3 billion parameters, enabling efficient inference on consumer-grade GPUs. This achievement is built upon several key components, including meticulous data curation, an advanced DiT architecture featuring selective and sliding tile attention ( SSTA ), enhanced bilingual understanding through glyph-aware text encoding , progressive pre-training and post-training , and an efficient video super-resolution network . Leveraging these designs, we developed a unified framework capable of high-quality text-to-video and image-to-video generation across multiple durations and resolutions.Extensive experiments demonstrate that this compact and proficient model establishes a new state-of-the-art among open-source video generation models. By releasing the code and model weights, we provide the community with a high-performance foundation that lowers the barrier to video creation and research, making advanced video generation accessible to a broader audience. All open-source assets are publicly available at https://github.com/Tencent-Hunyuan/HunyuanVideo-1.5.","{'paper_name': 'HunyuanVideo 1.5 Technical Report', 'github_url': 'https://github.com/Tencent-Hunyuan/HunyuanVideo-1.5', 'huggingface_url': 'https://huggingface.co/papers/2511.18870', 'upvote': 21, 'tags': ['video', 'video generation', 'generation']}"
doc2548034,"Understanding text-rich videos requires reading small, transient textual cues that often demand repeated inspection. Yet most video QA models rely on single-pass perception over fixed frames , leading to hallucinations and failures on fine-grained evidence. Inspired by how humans pause, zoom, and re-read critical regions, we introduce Video-R4 (Reinforcing Text-Rich Video Reasoning with Visual Rumination ), a video reasoning LMM that performs visual rumination : iteratively selecting frames , zooming into informative regions, re-encoding retrieved pixels, and updating its reasoning state . We construct two datasets with executable rumination trajectories: Video-R4-CoT-17k for supervised practice and Video-R4-RL-30k for reinforcement learning. We propose a multi-stage rumination learning framework that progressively finetunes a 7B LMM to learn atomic and mixing visual operations via SFT and GRPO-based RL . Video-R4 -7B achieves state-of-the-art results on M4-ViteVQA and further generalizes to multi-page document QA , slides QA , and generic video QA , demonstrating that iterative rumination is an effective paradigm for pixel-grounded multimodal reasoning.","{'paper_name': 'Video-R4: Reinforcing Text-Rich Video Reasoning with Visual Rumination', 'github_url': 'https://github.com/yunlong10/Video-R4', 'huggingface_url': 'https://huggingface.co/papers/2511.17490', 'upvote': 21, 'tags': ['video', 'rumination', 'video r4']}"
doc2548035,"The synthesis of synchronized audio-visual content is a key challenge in generative AI, with open-source models facing challenges in robust audio-video alignment. Our analysis reveals that this issue is rooted in three fundamental challenges of the joint diffusion process : (1) Correspondence Drift , where concurrently evolving noisy latents impede stable learning of alignment; (2) inefficient global attention mechanisms that fail to capture fine-grained temporal cues ; and (3) the intra-modal bias of conventional Classifier-Free Guidance (CFG), which enhances conditionality but not cross-modal synchronization. To overcome these challenges, we introduce Harmony, a novel framework that mechanistically enforces audio-visual synchronization. We first propose a Cross-Task Synergy training paradigm to mitigate drift by leveraging strong supervisory signals from audio-driven video and video-driven audio generation tasks. Then, we design a Global-Local Decoupled Interaction Module for efficient and precise temporal-style alignment. Finally, we present a novel Synchronization-Enhanced CFG (SyncCFG) that explicitly isolates and amplifies the alignment signal during inference. Extensive experiments demonstrate that Harmony establishes a new state-of-the-art, significantly outperforming existing methods in both generation fidelity and, critically, in achieving fine-grained audio-visual synchronization.","{'paper_name': 'Harmony: Harmonizing Audio and Video Generation through Cross-Task Synergy', 'github_url': 'https://github.com/sjtuplayer/Harmony', 'huggingface_url': 'https://huggingface.co/papers/2511.21579', 'upvote': 20, 'tags': ['audio', 'synchronization', 'alignment']}"
doc2548036,"We introduce Nemotron-Parse-1.1, a lightweight document parsing and OCR model that advances the capabilities of its predecessor, Nemoretriever-Parse-1.0. Nemotron-Parse-1.1 delivers improved capabilities across general OCR , markdown formatting , structured table parsing , and text extraction from pictures, charts, and diagrams. It also supports a longer output sequence length for visually dense documents. As with its predecessor, it extracts bounding boxes of text segments, as well as corresponding semantic classes . Nemotron-Parse-1.1 follows an encoder-decoder architecture with 885M parameters, including a compact 256M-parameter language decoder. It achieves competitive accuracy on public benchmarks making it a strong lightweight OCR solution. We release the model weights publicly on Huggingface , as well as an optimized NIM container , along with a subset of the training data as part of the broader Nemotron-VLM-v2 dataset. Additionally, we release Nemotron-Parse-1.1-TC which operates on a reduced vision token length, offering a 20% speed improvement with minimal quality degradation.","{'paper_name': 'NVIDIA Nemotron Parse 1.1', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.20478', 'upvote': 20, 'tags': ['nemotron', 'parse', 'nemotron parse']}"
doc2548037,"We introduce WorldGen, a system that enables the automatic creation of large-scale, interactive 3D worlds directly from text prompts. Our approach transforms natural language descriptions into traversable, fully textured environments that can be immediately explored or edited within standard game engines. By combining LLM-driven scene layout reasoning , procedural generation , diffusion-based 3D generation , and object-aware scene decomposition , WorldGen bridges the gap between creative intent and functional virtual spaces, allowing creators to design coherent, navigable worlds without manual modeling or specialized 3D expertise. The system is fully modular and supports fine-grained control over layout, scale, and style, producing worlds that are geometrically consistent, visually rich, and efficient to render in real time. This work represents a step towards accessible, generative world-building at scale, advancing the frontier of 3D generative AI for applications in gaming, simulation, and immersive social environments.","{'paper_name': 'WorldGen: From Text to Traversable and Interactive 3D Worlds', 'github_url': '', 'huggingface_url': 'https://huggingface.co/papers/2511.16825', 'upvote': 20, 'tags': ['3d', 'worlds', 'scale']}"
doc2548038,"Unified Multimodal Models (UMMs) have shown impressive performance in both understanding and generation with a single architecture. However, UMMs still exhibit a fundamental inconsistency: understanding favors compact embeddings , whereas generation favors reconstruction-rich representations . This structural trade-off produces misaligned decision boundaries , degraded cross-modal coherence , and heightened vulnerability under distributional and adversarial shifts . In this paper, we present UniGame, a self-adversarial post-training framework that directly targets the inconsistencies. By applying a lightweight perturber at the shared token interface, UniGame enables the generation branch to actively seek and challenge fragile understanding, turning the model itself into its own adversary. Experiments demonstrate that UniGame significantly improves the consistency (+4.6%). Moreover, it also achieves substantial improvements in understanding (+3.6%), generation (+0.02), out-of-distribution and adversarial robustness (+4.8% and +6.2% on NaturalBench and AdVQA). The framework is architecture-agnostic, introduces less than 1% additional parameters, and is complementary to existing post-training methods. These results position adversarial self-play as a general and effective principle for enhancing the coherence, stability, and unified competence of future multimodal foundation models . The official code is available at: https://github.com/AIFrontierLab/UniGame","{'paper_name': 'UniGame: Turning a Unified Multimodal Model Into Its Own Adversary', 'github_url': 'https://github.com/AIFrontierLab/UniGame', 'huggingface_url': 'https://huggingface.co/papers/2511.19413', 'upvote': 19, 'tags': ['unigame', 'understanding', 'generation']}"
